breed1	score1	breed2	score2	breed3	score3	timestamp	filename	path
beagle	0.784	"basset, basset hound"	0.169	"Walker hound, Walker foxhound"	0.037	2316.184036	beagle_184.jpg	images/beagle_184.jpg
custard apple	0.135	"dalmatian, coach dog, carriage dog"	0.085	hermit crab	0.046	2319.514851	beagle_185.jpg	images/beagle_185.jpg
beagle	0.761	"basset, basset hound"	0.088	English foxhound	0.078	2322.833522	beagle_186.jpg	images/beagle_186.jpg
beagle	0.905	"Walker hound, Walker foxhound"	0.083	English foxhound	0.009	2326.152381	beagle_187.jpg	images/beagle_187.jpg
"basset, basset hound"	0.561	beagle	0.161	English setter	0.06	2329.460938	beagle_188.jpg	images/beagle_188.jpg
Welsh springer spaniel	0.262	Brittany spaniel	0.185	beagle	0.153	2332.801974	beagle_189.jpg	images/beagle_189.jpg
beagle	0.894	English foxhound	0.043	"Walker hound, Walker foxhound"	0.007	2336.110967	beagle_19.jpg	images/beagle_19.jpg
basenji	0.227	English foxhound	0.213	beagle	0.145	2339.436826	beagle_190.jpg	images/beagle_190.jpg
beagle	0.632	redbone	0.163	English foxhound	0.089	2342.724623	beagle_191.jpg	images/beagle_191.jpg
beagle	0.625	English foxhound	0.341	"Walker hound, Walker foxhound"	0.033	2346.064975	beagle_192.jpg	images/beagle_192.jpg
beagle	0.414	"basset, basset hound"	0.284	basenji	0.12	2349.373306	beagle_193.jpg	images/beagle_193.jpg
beagle	0.736	redbone	0.115	"Walker hound, Walker foxhound"	0.048	2352.698419	beagle_194.jpg	images/beagle_194.jpg
beagle	0.484	"Walker hound, Walker foxhound"	0.204	English foxhound	0.156	2356.016858	beagle_195.jpg	images/beagle_195.jpg
beagle	0.751	"basset, basset hound"	0.207	Brittany spaniel	0.012	2359.304396	beagle_196.jpg	images/beagle_196.jpg
"basset, basset hound"	0.527	beagle	0.419	"Walker hound, Walker foxhound"	0.045	2362.618248	beagle_197.jpg	images/beagle_197.jpg
Great Dane	0.76	Labrador retriever	0.062	"Staffordshire bullterrier, Staffordshire bull terrier"	0.036	2365.906075	beagle_198.jpg	images/beagle_198.jpg
beagle	0.521	"Walker hound, Walker foxhound"	0.287	English foxhound	0.133	2369.209696	beagle_199.jpg	images/beagle_199.jpg
beagle	0.677	"Walker hound, Walker foxhound"	0.097	English foxhound	0.089	2372.542367	beagle_2.jpg	images/beagle_2.jpg
beagle	0.684	Brittany spaniel	0.07	"Walker hound, Walker foxhound"	0.042	2376.010431	beagle_20.jpg	images/beagle_20.jpg
English foxhound	0.418	"Walker hound, Walker foxhound"	0.274	beagle	0.161	2379.33888	beagle_200.jpg	images/beagle_200.jpg
beagle	0.893	redbone	0.019	"Walker hound, Walker foxhound"	0.01	2382.643532	beagle_201.jpg	images/beagle_201.jpg
beagle	0.885	"basset, basset hound"	0.043	"Walker hound, Walker foxhound"	0.036	2385.992678	beagle_202.jpg	images/beagle_202.jpg
beagle	0.976	"basset, basset hound"	0.016	English foxhound	0.003	2389.321679	beagle_203.jpg	images/beagle_203.jpg
"Walker hound, Walker foxhound"	0.843	beagle	0.076	English foxhound	0.024	2392.709202	beagle_204.jpg	images/beagle_204.jpg
beagle	0.913	Blenheim spaniel	0.03	"Walker hound, Walker foxhound"	0.016	2396.002877	beagle_21.jpg	images/beagle_21.jpg
beagle	0.899	English foxhound	0.046	"Walker hound, Walker foxhound"	0.032	2399.295474	beagle_22.jpg	images/beagle_22.jpg
"Walker hound, Walker foxhound"	0.586	beagle	0.318	"basset, basset hound"	0.034	2402.629955	beagle_23.jpg	images/beagle_23.jpg
beagle	0.864	"Walker hound, Walker foxhound"	0.03	English foxhound	0.013	2405.939231	beagle_24.jpg	images/beagle_24.jpg
beagle	0.891	"Walker hound, Walker foxhound"	0.101	English foxhound	0.007	2409.244848	beagle_25.jpg	images/beagle_25.jpg
beagle	0.788	Brittany spaniel	0.073	bluetick	0.024	2412.571295	beagle_26.jpg	images/beagle_26.jpg
beagle	0.96	"Walker hound, Walker foxhound"	0.02	English foxhound	0.014	2415.873112	beagle_27.jpg	images/beagle_27.jpg
Brittany spaniel	0.983	"clumber, clumber spaniel"	0.005	English setter	0.003	2419.22132	beagle_28.jpg	images/beagle_28.jpg
English foxhound	0.291	"Walker hound, Walker foxhound"	0.27	beagle	0.091	2422.538075	beagle_29.jpg	images/beagle_29.jpg
beagle	0.95	"Walker hound, Walker foxhound"	0.025	English foxhound	0.021	2425.84099	beagle_3.jpg	images/beagle_3.jpg
"Walker hound, Walker foxhound"	0.385	basenji	0.195	English foxhound	0.15	2429.167831	beagle_30.jpg	images/beagle_30.jpg
beagle	0.527	redbone	0.259	"basset, basset hound"	0.173	2432.662954	beagle_31.jpg	images/beagle_31.jpg
beagle	0.906	Brittany spaniel	0.03	"Walker hound, Walker foxhound"	0.017	2435.958191	beagle_32.jpg	images/beagle_32.jpg
Brittany spaniel	0.342	Welsh springer spaniel	0.189	beagle	0.173	2439.29803	beagle_33.jpg	images/beagle_33.jpg
beagle	0.993	bluetick	0.003	"Walker hound, Walker foxhound"	0.002	2442.582999	beagle_34.jpg	images/beagle_34.jpg
beagle	0.927	Greater Swiss Mountain dog	0.032	"Walker hound, Walker foxhound"	0.017	2445.896426	beagle_35.jpg	images/beagle_35.jpg
beagle	0.454	EntleBucher	0.226	Greater Swiss Mountain dog	0.075	2449.203393	beagle_36.jpg	images/beagle_36.jpg
beagle	0.746	"Walker hound, Walker foxhound"	0.099	English foxhound	0.048	2452.483916	beagle_37.jpg	images/beagle_37.jpg
beagle	0.624	"Walker hound, Walker foxhound"	0.176	"basset, basset hound"	0.087	2455.814959	beagle_38.jpg	images/beagle_38.jpg
beagle	0.576	"Walker hound, Walker foxhound"	0.267	English foxhound	0.081	2459.278958	beagle_39.jpg	images/beagle_39.jpg
bluetick	0.603	beagle	0.081	"Walker hound, Walker foxhound"	0.068	2462.621986	beagle_4.jpg	images/beagle_4.jpg
beagle	0.985	"Walker hound, Walker foxhound"	0.01	bluetick	0.002	2465.932123	beagle_40.jpg	images/beagle_40.jpg
beagle	0.887	Brittany spaniel	0.025	"basset, basset hound"	0.022	2469.225675	beagle_41.jpg	images/beagle_41.jpg
beagle	0.955	"Walker hound, Walker foxhound"	0.032	English foxhound	0.008	2472.527498	beagle_42.jpg	images/beagle_42.jpg
"Walker hound, Walker foxhound"	0.432	beagle	0.313	English foxhound	0.135	2475.812057	beagle_43.jpg	images/beagle_43.jpg
beagle	0.87	"Walker hound, Walker foxhound"	0.074	Greater Swiss Mountain dog	0.02	2479.153289	beagle_44.jpg	images/beagle_44.jpg
whippet	0.431	"Saluki, gazelle hound"	0.193	"Walker hound, Walker foxhound"	0.187	2482.478224	beagle_45.jpg	images/beagle_45.jpg
beagle	0.813	"Walker hound, Walker foxhound"	0.158	"basset, basset hound"	0.016	2485.793895	beagle_46.jpg	images/beagle_46.jpg
beagle	0.939	"basset, basset hound"	0.028	"Walker hound, Walker foxhound"	0.02	2489.081488	beagle_47.jpg	images/beagle_47.jpg
"Walker hound, Walker foxhound"	0.878	English foxhound	0.067	beagle	0.053	2492.386032	beagle_48.jpg	images/beagle_48.jpg
beagle	0.653	"basset, basset hound"	0.204	"Walker hound, Walker foxhound"	0.127	2495.675408	beagle_49.jpg	images/beagle_49.jpg
"American Staffordshire terrier, Staffordshire terrier, American pit bull terrier, pit bull terrier"	0.422	"boxer, american bulldog"	0.198	bull mastiff	0.096	2499.00837	beagle_5.jpg	images/beagle_5.jpg
"Walker hound, Walker foxhound"	0.905	beagle	0.054	toy terrier	0.017	2502.319497	beagle_50.jpg	images/beagle_50.jpg
beagle	0.983	"basset, basset hound"	0.005	"Walker hound, Walker foxhound"	0.004	2505.6678	beagle_51.jpg	images/beagle_51.jpg
beagle	0.963	English foxhound	0.016	"Walker hound, Walker foxhound"	0.011	2508.994159	beagle_52.jpg	images/beagle_52.jpg
beagle	0.686	"Walker hound, Walker foxhound"	0.102	"boxer, american bulldog"	0.099	2512.314716	beagle_53.jpg	images/beagle_53.jpg
"Ibizan hound, Ibizan Podenco"	0.435	Brittany spaniel	0.186	"Walker hound, Walker foxhound"	0.145	2515.646744	beagle_54.jpg	images/beagle_54.jpg
Brittany spaniel	0.429	English foxhound	0.155	beagle	0.104	2518.966275	beagle_55.jpg	images/beagle_55.jpg
beagle	0.712	Brittany spaniel	0.132	"Walker hound, Walker foxhound"	0.043	2522.298125	beagle_56.jpg	images/beagle_56.jpg
beagle	0.491	English foxhound	0.298	"Walker hound, Walker foxhound"	0.206	2525.617315	beagle_57.jpg	images/beagle_57.jpg
"Walker hound, Walker foxhound"	0.836	English foxhound	0.112	beagle	0.035	2528.901356	beagle_58.jpg	images/beagle_58.jpg
"Walker hound, Walker foxhound"	0.419	beagle	0.287	basenji	0.133	2532.210337	beagle_59.jpg	images/beagle_59.jpg
beagle	0.948	"Walker hound, Walker foxhound"	0.019	English foxhound	0.018	2535.5754	beagle_6.jpg	images/beagle_6.jpg
beagle	0.906	"Walker hound, Walker foxhound"	0.069	"basset, basset hound"	0.017	2538.898368	beagle_60.jpg	images/beagle_60.jpg
"Walker hound, Walker foxhound"	0.202	Rhodesian ridgeback	0.142	"vizsla, Hungarian pointer"	0.102	2542.372961	beagle_61.jpg	images/beagle_61.jpg
beagle	0.982	"basset, basset hound"	0.009	"Walker hound, Walker foxhound"	0.005	2545.697409	beagle_62.jpg	images/beagle_62.jpg
beagle	0.902	"Walker hound, Walker foxhound"	0.045	English foxhound	0.032	2548.984933	beagle_63.jpg	images/beagle_63.jpg
"Walker hound, Walker foxhound"	0.362	beagle	0.165	basenji	0.076	2552.302388	beagle_64.jpg	images/beagle_64.jpg
beagle	0.957	"Walker hound, Walker foxhound"	0.014	"basset, basset hound"	0.012	2555.615453	beagle_65.jpg	images/beagle_65.jpg
beagle	0.929	"Walker hound, Walker foxhound"	0.049	Brittany spaniel	0.007	2558.915872	beagle_66.jpg	images/beagle_66.jpg
beagle	0.602	"Walker hound, Walker foxhound"	0.377	Greater Swiss Mountain dog	0.006	2562.194481	beagle_67.jpg	images/beagle_67.jpg
beagle	0.688	"Walker hound, Walker foxhound"	0.161	"basset, basset hound"	0.079	2565.538306	beagle_68.jpg	images/beagle_68.jpg
beagle	0.914	"Walker hound, Walker foxhound"	0.04	"basset, basset hound"	0.017	2568.8205	beagle_69.jpg	images/beagle_69.jpg
beagle	0.698	Blenheim spaniel	0.058	Brittany spaniel	0.049	2572.119889	beagle_7.jpg	images/beagle_7.jpg
"Ibizan hound, Ibizan Podenco"	0.82	"American Staffordshire terrier, Staffordshire terrier, American pit bull terrier, pit bull terrier"	0.095	Brittany spaniel	0.038	2575.419701	beagle_70.jpg	images/beagle_70.jpg
beagle	0.989	"Walker hound, Walker foxhound"	0.006	English foxhound	0.004	2578.703756	beagle_71.jpg	images/beagle_71.jpg
beagle	0.976	"Walker hound, Walker foxhound"	0.006	"basset, basset hound"	0.004	2581.996051	beagle_72.jpg	images/beagle_72.jpg
beagle	0.902	"Walker hound, Walker foxhound"	0.021	Labrador retriever	0.021	2585.303428	beagle_73.jpg	images/beagle_73.jpg
beagle	0.886	Brittany spaniel	0.045	English foxhound	0.023	2588.634642	beagle_74.jpg	images/beagle_74.jpg
beagle	0.785	"Walker hound, Walker foxhound"	0.071	Brittany spaniel	0.057	2591.921109	beagle_75.jpg	images/beagle_75.jpg
beagle	0.911	"Walker hound, Walker foxhound"	0.048	"basset, basset hound"	0.026	2595.221477	beagle_76.jpg	images/beagle_76.jpg
beagle	0.642	"Walker hound, Walker foxhound"	0.117	English foxhound	0.103	2598.517055	beagle_77.jpg	images/beagle_77.jpg
beagle	0.824	English foxhound	0.078	"Walker hound, Walker foxhound"	0.075	2601.80569	beagle_78.jpg	images/beagle_78.jpg
beagle	0.993	"Walker hound, Walker foxhound"	0.002	Labrador retriever	0.001	2605.15345	beagle_79.jpg	images/beagle_79.jpg
beagle	0.966	"Walker hound, Walker foxhound"	0.013	Greater Swiss Mountain dog	0.006	2608.47468	beagle_8.jpg	images/beagle_8.jpg
"Walker hound, Walker foxhound"	0.5	beagle	0.419	English foxhound	0.078	2611.782419	beagle_80.jpg	images/beagle_80.jpg
beagle	0.927	"Walker hound, Walker foxhound"	0.046	English foxhound	0.016	2615.126788	beagle_81.jpg	images/beagle_81.jpg
beagle	0.439	"basset, basset hound"	0.391	"Walker hound, Walker foxhound"	0.057	2618.406125	beagle_82.jpg	images/beagle_82.jpg
beagle	0.468	"Walker hound, Walker foxhound"	0.221	"basset, basset hound"	0.081	2621.879023	beagle_83.jpg	images/beagle_83.jpg
beagle	0.737	"Walker hound, Walker foxhound"	0.239	"basset, basset hound"	0.015	2625.183371	beagle_84.jpg	images/beagle_84.jpg
beagle	0.941	"Walker hound, Walker foxhound"	0.03	English foxhound	0.013	2628.4915	beagle_85.jpg	images/beagle_85.jpg
beagle	0.98	"Walker hound, Walker foxhound"	0.012	"basset, basset hound"	0.006	2631.778461	beagle_86.jpg	images/beagle_86.jpg
"Walker hound, Walker foxhound"	0.586	beagle	0.299	English foxhound	0.052	2635.084307	beagle_87.jpg	images/beagle_87.jpg
bath towel	0.238	beagle	0.184	"bathtub, bathing tub, bath, tub"	0.135	2638.37191	beagle_88.jpg	images/beagle_88.jpg
beagle	0.619	English foxhound	0.179	"Walker hound, Walker foxhound"	0.154	2641.726188	beagle_89.jpg	images/beagle_89.jpg
beagle	0.907	English foxhound	0.051	"Walker hound, Walker foxhound"	0.037	2645.06537	beagle_9.jpg	images/beagle_9.jpg
beagle	0.519	"Walker hound, Walker foxhound"	0.261	"basset, basset hound"	0.159	2648.357018	beagle_90.jpg	images/beagle_90.jpg
beagle	0.949	"Walker hound, Walker foxhound"	0.029	"basset, basset hound"	0.006	2651.636785	beagle_91.jpg	images/beagle_91.jpg
beagle	0.806	"basset, basset hound"	0.096	"Walker hound, Walker foxhound"	0.083	2654.914299	beagle_92.jpg	images/beagle_92.jpg
beagle	0.786	Brittany spaniel	0.064	Labrador retriever	0.044	2658.228917	beagle_93.jpg	images/beagle_93.jpg
beagle	0.287	"basset, basset hound"	0.178	"Walker hound, Walker foxhound"	0.082	2661.517927	beagle_94.jpg	images/beagle_94.jpg
beagle	0.341	"basset, basset hound"	0.108	English foxhound	0.066	2664.828027	beagle_95.jpg	images/beagle_95.jpg
"Walker hound, Walker foxhound"	0.443	beagle	0.331	"basset, basset hound"	0.115	2668.157085	beagle_96.jpg	images/beagle_96.jpg
beagle	0.915	"Walker hound, Walker foxhound"	0.044	redbone	0.016	2671.493888	beagle_97.jpg	images/beagle_97.jpg
beagle	0.943	"Walker hound, Walker foxhound"	0.029	English foxhound	0.021	2674.783581	beagle_98.jpg	images/beagle_98.jpg
"Walker hound, Walker foxhound"	0.651	beagle	0.271	English foxhound	0.052	2678.127512	beagle_99.jpg	images/beagle_99.jpg
"boxer, american bulldog"	1	bull mastiff	0.00E+00	"Walker hound, Walker foxhound"	0.00E+00	2681.458706	"boxer_1.jpg"	"images/boxer_1.jpg"
"boxer, american bulldog"	0.788	"American Staffordshire terrier, Staffordshire terrier, American pit bull terrier, pit bull terrier"	0.113	"Staffordshire bullterrier, Staffordshire bull terrier"	0.08	2684.749189	"boxer_10.jpg"	"images/boxer_10.jpg"
"boxer, american bulldog"	0.597	bull mastiff	0.381	Rhodesian ridgeback	0.02	2688.059154	"boxer_100.jpg"	"images/boxer_100.jpg"
"boxer, american bulldog"	0.999	"Saint Bernard, St Bernard"	0.001	bull mastiff	0	2691.585757	"boxer_101.jpg"	"images/boxer_101.jpg"
"boxer, american bulldog"	0.998	bull mastiff	0.002	Rhodesian ridgeback	0.00E+00	2694.931815	"boxer_102.jpg"	"images/boxer_102.jpg"
"boxer, american bulldog"	0.85	bull mastiff	0.141	Great Dane	0.004	2698.230445	"boxer_103.jpg"	"images/boxer_103.jpg"
"boxer, american bulldog"	0.996	bull mastiff	0.004	Rhodesian ridgeback	0.00E+00	2701.530505	"boxer_104.jpg"	"images/boxer_104.jpg"
"boxer, american bulldog"	0.999	bull mastiff	0	Rhodesian ridgeback	0.00E+00	2705.023472	"boxer_105.jpg"	"images/boxer_105.jpg"
"boxer, american bulldog"	0.999	bull mastiff	0.001	"Staffordshire bullterrier, Staffordshire bull terrier"	0.00E+00	2708.36362	"boxer_106.jpg"	"images/boxer_106.jpg"
"boxer, american bulldog"	0.999	bull mastiff	0.001	French bulldog	0.00E+00	2711.682832	"boxer_107.jpg"	"images/boxer_107.jpg"
"boxer, american bulldog"	0.941	bull mastiff	0.036	French bulldog	0.014	2715.009187	"boxer_108.jpg"	"images/boxer_108.jpg"
"boxer, american bulldog"	0.994	bull mastiff	0.004	French bulldog	0.001	2718.333479	"boxer_109.jpg"	"images/boxer_109.jpg"
"boxer, american bulldog"	0.976	bull mastiff	0.023	"Saint Bernard, St Bernard"	0	2721.616971	"boxer_11.jpg"	"images/boxer_11.jpg"
"boxer, american bulldog"	0.997	"American Staffordshire terrier, Staffordshire terrier, American pit bull terrier, pit bull terrier"	0.001	bull mastiff	0.001	2724.925507	"boxer_110.jpg"	"images/boxer_110.jpg"
"boxer, american bulldog"	0.858	bull mastiff	0.12	Great Dane	0.017	2728.254275	"boxer_111.jpg"	"images/boxer_111.jpg"
"boxer, american bulldog"	0.951	bull mastiff	0.048	French bulldog	0	2731.558044	"boxer_112.jpg"	"images/boxer_112.jpg"
"boxer, american bulldog"	0.99	bull mastiff	0.005	"American Staffordshire terrier, Staffordshire terrier, American pit bull terrier, pit bull terrier"	0.002	2734.86976	"boxer_113.jpg"	"images/boxer_113.jpg"
"boxer, american bulldog"	0.786	"Saint Bernard, St Bernard"	0.192	bull mastiff	0.021	2738.154115	"boxer_114.jpg"	"images/boxer_114.jpg"
"boxer, american bulldog"	1	"Saint Bernard, St Bernard"	0	bull mastiff	0.00E+00	2741.46295	"boxer_115.jpg"	"images/boxer_115.jpg"
"boxer, american bulldog"	0.947	bull mastiff	0.041	Brabancon griffon	0.006	2744.794843	"boxer_116.jpg"	"images/boxer_116.jpg"
bull mastiff	0.441	"boxer, american bulldog"	0.302	Rhodesian ridgeback	0.171	2748.113691	"boxer_117.jpg"	"images/boxer_117.jpg"
"boxer, american bulldog"	0.972	"American Staffordshire terrier, Staffordshire terrier, American pit bull terrier, pit bull terrier"	0.014	"Staffordshire bullterrier, Staffordshire bull terrier"	0.003	2751.419214	"boxer_118.jpg"	"images/boxer_118.jpg"
Rhodesian ridgeback	0.378	"boxer, american bulldog"	0.356	redbone	0.114	2754.711797	"boxer_119.jpg"	"images/boxer_119.jpg"
"boxer, american bulldog"	0.918	bull mastiff	0.076	French bulldog	0.003	2758.021004	"boxer_12.jpg"	"images/boxer_12.jpg"
"Doberman, Doberman pinscher"	0.757	miniature pinscher	0.078	Rhodesian ridgeback	0.075	2761.33005	"boxer_120.jpg"	"images/boxer_120.jpg"
basenji	0.181	"dingo, warrigal, warragal, Canis dingo"	0.078	oxcart	0.034	2764.647043	"boxer_121.jpg"	"images/boxer_121.jpg"
redbone	0.564	Rhodesian ridgeback	0.102	Labrador retriever	0.076	2767.973824	"boxer_122.jpg"	"images/boxer_122.jpg"
Rhodesian ridgeback	0.743	"vizsla, Hungarian pointer"	0.144	redbone	0.049	2771.258727	"boxer_123.jpg"	"images/boxer_123.jpg"
Chesapeake Bay retriever	0.186	Rhodesian ridgeback	0.089	Labrador retriever	0.086	2774.550931	"boxer_124.jpg"	"images/boxer_124.jpg"
"boxer, american bulldog"	0.54	Rhodesian ridgeback	0.242	bull mastiff	0.145	2777.835865	"boxer_125.jpg"	"images/boxer_125.jpg"
"boxer, american bulldog"	0.963	bull mastiff	0.03	"American Staffordshire terrier, Staffordshire terrier, American pit bull terrier, pit bull terrier"	0.003	2781.154483	"boxer_126.jpg"	"images/boxer_126.jpg"
Rhodesian ridgeback	0.934	"vizsla, Hungarian pointer"	0.026	"boxer, american bulldog"	0.017	2784.450674	"boxer_127.jpg"	"images/boxer_127.jpg"
Rhodesian ridgeback	0.377	"vizsla, Hungarian pointer"	0.145	redbone	0.142	2787.924172	"boxer_128.jpg"	"images/boxer_128.jpg"
Rhodesian ridgeback	0.706	"vizsla, Hungarian pointer"	0.132	Great Dane	0.087	2791.21725	"boxer_129.jpg"	"images/boxer_129.jpg"
"boxer, american bulldog"	0.994	bull mastiff	0.004	"American Staffordshire terrier, Staffordshire terrier, American pit bull terrier, pit bull terrier"	0.001	2794.553525	"boxer_13.jpg"	"images/boxer_13.jpg"
"boxer, american bulldog"	0.734	"Staffordshire bullterrier, Staffordshire bull terrier"	0.14	"American Staffordshire terrier, Staffordshire terrier, American pit bull terrier, pit bull terrier"	0.052	2797.855101	"boxer_130.jpg"	"images/boxer_130.jpg"
"American Staffordshire terrier, Staffordshire terrier, American pit bull terrier, pit bull terrier"	0.364	"boxer, american bulldog"	0.274	"Staffordshire bullterrier, Staffordshire bull terrier"	0.21	2801.208096	"boxer_131.jpg"	"images/boxer_131.jpg"
"Saint Bernard, St Bernard"	0.433	"boxer, american bulldog"	0.406	bull mastiff	0.067	2804.548069	"boxer_132.jpg"	"images/boxer_132.jpg"
"boxer, american bulldog"	0.968	French bulldog	0.02	"Boston bull, Boston terrier"	0.011	2807.839754	"boxer_133.jpg"	"images/boxer_133.jpg"
